EmployeeID,Age,Gender,Department,JobRole,EducationLevel,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,TrainingTimesLastYear,OverTime,MonthlyIncome,DistanceFromHome,Attrition
4322,47,Female,Finance,Coordinator,3,3,3,2,4,18,9,5,Yes,7401,3,No
4323,28,Female,Sales,Coordinator,3,1,2,4,3,18,1,4,No,8905,22,No
4324,57,Female,IT,Specialist,3,4,3,3,1,16,2,3,No,7400,21,No
4325,54,Male,Finance,Coordinator,5,3,4,2,4,1,4,2,No,11010,27,No
4326,57,Male,IT,Analyst,2,3,3,1,2,1,0,5,Yes,10111,16,No
4327,25,Male,Operations,Analyst,4,4,2,2,3,11,7,5,No,12898,19,No
4328,44,Male,Operations,Coordinator,4,1,2,3,1,8,5,5,Yes,18169,12,No
4329,46,Female,IT,Specialist,4,3,1,2,2,4,3,3,No,8026,8,Yes
4330,47,Female,Operations,Manager,2,2,4,2,1,16,2,5,Yes,3463,24,No
4331,49,Female,IT,Manager,2,3,1,2,4,17,6,0,No,9249,10,Yes
4332,49,Male,Sales,Executive,5,1,2,1,1,5,5,2,No,3446,9,No
4333,42,Male,HR,Analyst,5,3,1,1,2,17,8,4,No,8561,11,No
4334,31,Male,IT,Manager,4,3,4,2,1,18,1,5,No,12123,29,No
4335,48,Female,Finance,Executive,2,1,2,1,3,19,5,2,No,16473,10,No
4336,36,Female,Finance,Manager,4,1,1,2,4,15,9,5,No,18636,11,Yes
4337,38,Female,Sales,Specialist,5,3,1,2,1,12,0,4,No,11620,6,Yes
4338,56,Female,IT,Coordinator,4,3,2,2,1,16,3,0,No,9457,8,No
4339,26,Male,Operations,Analyst,5,3,3,4,2,9,3,5,Yes,5190,27,No
4340,37,Male,HR,Manager,1,3,2,4,3,14,8,0,No,8648,19,No
4341,44,Male,Finance,Specialist,3,3,1,4,3,17,8,1,No,14351,10,No
4342,30,Female,HR,Executive,1,4,4,3,3,6,7,1,No,6486,14,No
4343,54,Female,HR,Specialist,4,4,1,3,3,5,7,0,No,14499,23,No
4344,56,Female,R&D,Executive,4,4,2,4,1,15,4,0,No,19926,25,No
4345,45,Female,HR,Manager,2,4,1,1,3,7,2,1,No,6593,24,Yes
4346,45,Male,IT,Coordinator,3,2,2,3,4,2,9,1,No,4802,2,No
4347,45,Male,Marketing,Engineer,5,1,1,4,3,14,4,1,No,18543,5,No
4348,40,Female,R&D,Coordinator,4,1,1,4,2,15,9,2,No,7976,18,Yes
4349,46,Male,Marketing,Specialist,5,4,3,4,3,12,6,0,No,12377,9,No
4350,52,Female,Sales,Engineer,5,3,2,1,2,7,7,3,Yes,14990,8,No
4351,59,Female,Operations,Analyst,5,2,3,2,4,4,7,4,No,14946,1,No
4352,46,Female,R&D,Engineer,1,3,3,3,3,10,1,4,Yes,19347,4,No
4353,48,Female,Marketing,Coordinator,5,3,1,2,4,8,6,4,No,6011,15,Yes
4354,53,Female,HR,Analyst,2,1,2,1,1,8,3,4,No,13370,13,No
4355,32,Male,Operations,Manager,1,3,4,2,3,11,3,1,Yes,3284,6,No
4356,26,Male,HR,Manager,1,2,1,3,4,6,8,1,Yes,6827,1,Yes
4357,54,Male,HR,Specialist,4,4,2,1,4,2,6,0,No,16433,6,No
4358,40,Male,R&D,Engineer,3,3,3,3,2,3,4,1,No,9100,27,No
4359,37,Male,Sales,Analyst,3,3,1,3,4,14,4,4,No,14588,11,Yes
4360,56,Male,Marketing,Analyst,4,4,4,3,4,5,6,2,No,15164,6,No
4361,32,Female,HR,Engineer,3,4,1,4,3,0,8,5,Yes,8915,15,Yes
4362,32,Female,IT,Coordinator,5,3,3,3,1,1,5,2,Yes,16813,14,No
4363,31,Male,R&D,Manager,2,3,3,2,4,19,9,3,No,3480,29,No
4364,55,Female,IT,Coordinator,5,4,2,1,4,18,6,0,Yes,16921,5,No
4365,26,Female,IT,Manager,3,2,4,4,2,7,3,2,Yes,12115,14,No
4366,44,Female,Marketing,Analyst,3,3,1,3,1,12,8,2,No,3946,1,No
4367,46,Male,HR,Specialist,2,4,3,3,4,6,7,2,No,18093,6,No
4368,50,Male,Marketing,Manager,1,4,2,2,3,1,8,4,No,7001,29,No
4369,34,Male,IT,Executive,1,1,4,3,3,11,4,4,Yes,19751,4,No
4370,53,Female,Marketing,Analyst,2,3,4,1,2,3,0,3,No,14380,28,No
4371,55,Male,Operations,Engineer,1,3,2,3,1,9,7,1,No,8130,1,No
4372,33,Male,Sales,Engineer,3,4,3,4,1,5,7,1,Yes,14379,27,No
4373,45,Male,HR,Coordinator,1,3,4,3,4,1,6,1,No,18269,10,No
4374,42,Female,IT,Coordinator,3,3,1,4,2,5,6,2,No,11419,27,No
4375,50,Male,Sales,Analyst,4,2,3,3,3,10,4,1,No,9190,1,No
4376,44,Male,Marketing,Coordinator,5,4,3,1,4,19,7,5,No,4385,29,No
4377,54,Male,Sales,Coordinator,1,3,2,3,3,10,2,1,No,19222,18,No
4378,29,Female,Operations,Analyst,4,4,4,1,1,8,4,4,Yes,3260,14,Yes
4379,34,Male,Operations,Manager,1,4,2,1,2,1,9,4,No,19831,25,No
4380,26,Male,Finance,Analyst,4,1,4,3,1,8,9,1,No,15468,6,No
4381,31,Female,Sales,Analyst,2,3,2,4,3,15,8,4,Yes,16952,2,No
4382,35,Male,HR,Coordinator,4,3,3,2,3,14,7,4,No,10325,24,No
4383,45,Male,Operations,Executive,3,3,2,4,1,5,8,2,No,16653,4,No
4384,32,Male,HR,Engineer,2,3,3,3,3,15,7,3,No,6337,16,No
4385,24,Male,Sales,Coordinator,2,3,3,2,4,10,5,4,No,5444,17,No
4386,50,Female,Operations,Manager,3,2,2,3,4,12,6,3,No,4016,20,No
4387,51,Female,Finance,Specialist,1,4,4,2,3,13,5,5,No,9656,26,No
4388,58,Female,Sales,Manager,2,3,3,4,4,8,1,0,Yes,5634,1,No
4389,28,Male,HR,Engineer,1,3,2,4,4,2,0,1,No,8232,24,No
4390,38,Male,Finance,Specialist,5,2,3,1,4,6,0,3,No,19530,28,No
4391,41,Male,Sales,Analyst,4,3,3,1,4,19,6,3,No,17536,1,No
4392,32,Male,Operations,Executive,4,3,2,3,2,19,7,0,No,19723,6,No
4393,46,Female,IT,Executive,3,3,3,3,2,3,0,1,Yes,5897,10,No
4394,45,Male,Sales,Engineer,3,4,3,2,2,4,0,5,Yes,7612,18,No
4395,23,Female,R&D,Coordinator,4,3,2,2,3,3,6,1,Yes,8230,11,No
4396,48,Male,HR,Engineer,5,4,1,1,4,7,4,1,No,14659,4,No
4397,40,Male,Operations,Executive,3,4,2,2,2,3,8,5,Yes,16238,15,No
4398,50,Female,Operations,Specialist,5,3,4,1,1,10,8,4,No,18922,15,No
4399,58,Male,R&D,Specialist,3,3,1,1,4,12,6,2,No,19798,6,Yes
4400,32,Male,IT,Coordinator,2,2,3,2,3,14,6,2,No,19517,10,No
4401,40,Male,Finance,Manager,1,4,4,3,4,15,1,4,No,16279,10,No
4402,49,Male,Operations,Analyst,4,4,1,2,1,9,1,1,Yes,6622,17,Yes
4403,42,Female,Marketing,Coordinator,1,3,2,3,3,19,9,5,No,10432,8,No
4404,47,Male,Finance,Specialist,4,3,3,1,1,9,0,0,Yes,9498,29,Yes
4405,43,Female,Finance,Analyst,3,4,1,1,2,0,6,4,No,19702,13,Yes
4406,27,Female,Finance,Engineer,1,2,2,3,4,5,4,4,No,6141,12,No
4407,32,Male,IT,Specialist,5,3,1,1,3,11,0,5,Yes,10497,19,Yes
4408,35,Male,Sales,Specialist,3,2,2,1,3,0,6,5,Yes,3837,6,No
4409,57,Female,R&D,Specialist,2,4,4,2,1,4,6,5,No,15870,23,No
4410,23,Female,HR,Manager,1,3,4,2,3,17,9,3,Yes,11071,13,No
4411,41,Male,R&D,Coordinator,1,2,3,1,1,14,2,5,No,15860,13,No
4412,43,Male,Operations,Engineer,2,2,2,2,2,3,2,4,Yes,16046,20,No
4413,25,Female,R&D,Executive,4,2,1,1,1,2,3,1,No,8157,15,Yes
4414,50,Male,HR,Manager,3,3,3,1,1,3,6,4,No,3783,16,No
4415,45,Male,Sales,Manager,2,2,3,3,3,9,6,2,No,18618,20,No
4416,22,Female,Operations,Specialist,5,3,2,2,2,19,7,2,No,13813,18,No
4417,45,Male,Sales,Manager,3,4,4,2,2,11,8,4,No,17658,2,No
4418,51,Female,Operations,Coordinator,2,1,3,1,2,8,4,0,No,9614,17,No
4419,33,Male,HR,Coordinator,2,3,1,3,2,3,9,3,Yes,14644,7,Yes
4420,40,Female,Sales,Coordinator,1,3,3,4,3,1,7,5,No,4974,15,No
4421,58,Female,HR,Executive,1,2,2,2,3,6,0,4,No,16708,1,No
4422,25,Female,HR,Manager,1,3,4,4,3,11,1,1,No,5950,5,No
4423,36,Female,IT,Coordinator,3,3,2,2,2,11,7,0,Yes,7162,5,No
4424,41,Female,R&D,Manager,4,3,3,1,1,17,7,1,No,9116,12,No
4425,41,Male,Operations,Specialist,3,1,1,2,2,0,8,1,No,13175,12,No
4426,42,Male,Finance,Engineer,1,2,3,2,2,6,6,5,No,9319,9,No
4427,31,Female,Finance,Coordinator,1,3,3,1,2,18,7,3,No,5423,16,No
4428,51,Female,Sales,Executive,3,2,4,3,1,12,1,3,Yes,6248,9,No
4429,45,Female,HR,Specialist,2,2,2,2,4,19,7,2,No,11911,17,No
4430,59,Female,R&D,Manager,2,3,4,1,1,4,2,1,Yes,12534,22,No
4431,24,Female,Operations,Coordinator,1,3,3,1,4,18,9,4,No,15651,14,No
4432,50,Male,Sales,Executive,1,3,1,3,3,6,3,1,Yes,13863,19,Yes
4433,29,Female,HR,Analyst,4,3,1,4,4,19,6,2,No,3289,17,No
4434,50,Male,IT,Coordinator,2,2,4,3,2,14,6,1,Yes,15622,24,No
4435,31,Female,Finance,Coordinator,4,3,1,1,2,16,5,3,No,13168,26,No
4436,26,Female,Finance,Manager,1,3,1,1,4,1,0,2,No,7553,22,Yes
4437,32,Male,Operations,Engineer,1,2,1,1,2,6,8,0,No,9825,21,Yes
4438,25,Female,Operations,Manager,4,1,3,2,4,10,2,1,Yes,14860,6,No
4439,56,Female,Operations,Engineer,4,3,1,2,2,17,9,1,Yes,16356,16,No
4440,33,Male,Sales,Analyst,1,3,4,4,3,19,3,5,No,4734,3,No
4441,42,Male,Operations,Specialist,5,4,1,4,1,1,1,3,No,18783,9,Yes
4442,37,Female,Sales,Specialist,1,3,3,2,3,6,4,0,Yes,9719,16,No
4443,35,Male,R&D,Coordinator,2,4,3,2,3,14,5,1,No,9902,26,No
4444,42,Female,HR,Specialist,1,2,1,3,4,18,5,1,No,15650,6,No
4445,48,Male,Finance,Executive,3,3,4,2,3,1,0,0,No,10995,25,No
4446,57,Female,Marketing,Engineer,1,1,1,4,1,1,3,5,Yes,19019,6,Yes
4447,22,Male,Marketing,Manager,5,3,2,1,4,1,9,3,No,9462,19,No
4448,22,Female,Sales,Executive,2,2,4,2,3,10,3,4,No,4301,15,No
4449,43,Male,HR,Executive,1,4,4,3,2,5,2,0,Yes,18686,12,No
4450,36,Male,IT,Manager,4,3,4,1,3,13,6,3,No,14382,2,No
4451,41,Female,Operations,Analyst,2,3,4,2,4,9,3,5,Yes,8275,20,No
4452,24,Female,Finance,Specialist,2,3,4,2,2,0,6,1,No,6833,1,No
4453,35,Female,IT,Analyst,5,3,1,1,3,18,2,0,No,17981,5,Yes
4454,30,Male,Sales,Analyst,4,2,1,1,3,10,3,3,No,18607,28,No
4455,40,Female,Operations,Specialist,3,3,4,1,2,12,2,1,Yes,3135,13,No
4456,55,Female,HR,Analyst,1,2,4,3,2,11,3,2,Yes,8653,7,No
4457,25,Male,R&D,Executive,3,2,2,3,2,4,9,3,No,6760,4,No
4458,54,Male,HR,Coordinator,4,2,3,3,2,18,3,3,No,6398,27,No
4459,58,Female,Sales,Manager,2,4,3,1,2,7,3,3,No,17330,26,No
4460,23,Female,R&D,Coordinator,5,4,4,2,1,11,2,1,No,18910,20,No
4461,48,Male,R&D,Executive,5,4,4,1,1,4,5,5,No,10051,3,No
4462,38,Male,Operations,Coordinator,2,4,3,4,1,11,4,4,No,15968,13,No
4463,52,Female,HR,Executive,5,3,1,2,3,10,5,4,No,10937,18,No
4464,27,Male,Sales,Engineer,3,4,2,2,1,4,6,2,No,9739,19,No
4465,52,Male,IT,Specialist,2,2,2,1,2,7,3,0,No,9162,9,No
4466,24,Female,IT,Specialist,1,3,4,4,1,15,8,2,No,14756,11,No
4467,24,Female,R&D,Coordinator,1,3,1,3,1,19,0,0,No,15697,20,No
4468,54,Female,Operations,Executive,4,1,1,1,3,2,7,0,No,19548,25,Yes
4469,34,Male,IT,Specialist,2,4,1,2,2,5,1,2,No,8004,20,No
4470,42,Female,R&D,Engineer,3,2,1,1,3,4,2,2,No,15729,13,No
4471,58,Male,Marketing,Coordinator,2,3,4,4,4,9,1,3,No,13746,12,No
4472,37,Male,HR,Manager,2,4,3,1,1,11,9,1,Yes,5222,26,No
4473,42,Male,IT,Analyst,3,3,4,4,4,14,5,4,No,16206,22,No
4474,34,Male,Finance,Specialist,5,2,2,2,1,2,4,0,No,14186,29,No
4475,25,Female,Marketing,Executive,3,3,2,4,4,19,6,0,Yes,12805,17,No
4476,52,Male,Sales,Specialist,2,2,4,1,3,3,8,3,Yes,17413,7,No
4477,30,Female,Marketing,Executive,2,2,2,3,4,6,6,4,No,4273,19,No
4478,54,Male,Finance,Coordinator,2,3,3,3,3,0,8,1,No,9661,6,No
4479,58,Male,HR,Coordinator,2,3,3,3,4,7,4,3,No,5317,11,No
4480,58,Female,Finance,Analyst,4,1,4,4,2,16,2,5,No,15186,10,No
4481,45,Female,HR,Specialist,5,1,2,4,1,19,2,1,Yes,19594,8,Yes
4482,46,Female,HR,Analyst,2,4,3,4,2,10,3,5,No,18983,8,No
4483,50,Female,Operations,Executive,4,3,3,2,1,6,1,0,No,18660,8,No
4484,57,Female,Marketing,Engineer,2,4,2,4,4,10,2,4,No,14969,8,No
4485,36,Female,Finance,Engineer,5,2,1,1,1,10,8,0,Yes,15713,16,Yes
4486,39,Male,R&D,Manager,5,3,2,1,3,14,8,3,Yes,10998,14,No
4487,41,Female,HR,Executive,3,3,4,3,4,5,7,1,No,8945,3,No
4488,26,Male,Marketing,Executive,4,3,1,2,1,18,1,1,No,18297,8,No
4489,39,Male,Finance,Executive,5,1,4,3,1,12,8,0,No,15437,2,No
4490,22,Female,R&D,Coordinator,1,4,3,4,2,15,4,3,Yes,13836,6,No
4491,40,Male,Sales,Coordinator,2,3,1,4,4,11,7,4,No,7917,28,No
4492,44,Male,R&D,Engineer,5,2,4,4,1,18,5,2,Yes,3339,4,Yes
4493,47,Female,Finance,Engineer,4,1,4,4,1,18,1,5,No,12825,16,No
4494,50,Female,Finance,Engineer,4,3,4,3,4,6,0,3,Yes,9394,27,No
4495,55,Male,R&D,Specialist,4,4,1,4,1,17,3,4,No,10635,11,Yes
4496,40,Female,R&D,Specialist,3,3,4,3,1,13,3,5,No,14296,14,No
4497,39,Female,IT,Engineer,2,3,1,3,3,13,6,4,Yes,16421,18,No
4498,23,Male,HR,Analyst,1,3,1,2,1,15,1,1,No,7812,5,No
4499,48,Female,Finance,Specialist,4,3,4,2,1,17,3,2,No,5444,19,No
4500,27,Female,HR,Coordinator,2,3,3,3,3,8,9,5,No,18975,21,No
4501,27,Female,HR,Specialist,4,3,2,2,4,3,0,2,No,9143,9,No
4502,27,Male,Marketing,Specialist,4,2,2,4,1,6,6,2,No,5116,16,No
4503,52,Male,Sales,Specialist,1,3,1,4,3,10,2,0,No,18417,3,No
4504,51,Female,Marketing,Manager,2,3,4,3,2,5,7,1,No,3432,1,No
4505,42,Female,Finance,Specialist,4,4,2,3,4,19,0,3,Yes,15077,19,No
4506,39,Female,HR,Analyst,3,4,2,4,1,11,0,0,Yes,17118,9,Yes
4507,44,Male,Sales,Manager,4,3,4,3,3,11,8,0,No,6891,24,No
4508,59,Male,IT,Coordinator,2,4,2,3,2,11,4,2,No,3999,17,No
4509,44,Female,HR,Coordinator,5,3,4,1,4,13,3,2,No,3574,11,No
4510,49,Female,HR,Specialist,4,3,2,4,1,9,3,4,No,7569,10,No
4511,57,Male,IT,Executive,3,2,3,1,4,1,7,4,No,19001,17,Yes
4512,46,Female,Finance,Manager,3,3,4,3,2,19,8,1,No,6972,7,No
4513,28,Female,Marketing,Coordinator,4,4,2,3,1,11,6,1,No,13801,6,No
4514,39,Male,R&D,Specialist,2,3,1,3,4,16,7,3,No,3229,3,Yes
4515,41,Female,IT,Analyst,4,3,4,1,3,7,1,0,No,7273,4,No
4516,26,Female,R&D,Engineer,3,2,2,1,4,19,9,2,No,17292,20,No
4517,39,Male,Finance,Coordinator,4,3,3,4,3,1,6,2,No,8561,9,No
4518,54,Female,Marketing,Specialist,3,3,2,3,3,11,3,1,No,7864,28,No
4519,36,Male,R&D,Executive,5,1,1,1,3,12,7,4,No,18507,26,Yes
4520,56,Male,Marketing,Analyst,4,2,4,4,4,0,9,5,No,5802,26,No
4521,22,Male,Operations,Coordinator,1,3,3,1,3,17,7,3,No,5378,22,No
4522,42,Female,R&D,Manager,4,4,2,4,1,13,9,5,No,15831,12,No
4523,29,Female,Marketing,Analyst,3,3,1,4,3,11,1,0,Yes,18372,4,Yes
4524,28,Female,IT,Specialist,2,2,1,1,1,19,8,1,Yes,12371,27,No
4525,51,Female,HR,Coordinator,3,3,1,2,1,3,5,4,No,3114,18,Yes
4526,59,Male,HR,Coordinator,5,3,2,4,1,13,4,4,Yes,3137,11,No
4527,56,Male,Sales,Executive,2,3,3,3,1,17,8,0,No,9529,26,No
4528,23,Male,IT,Coordinator,1,3,2,1,4,3,2,0,No,15036,16,No
4529,29,Female,Marketing,Analyst,1,3,3,1,1,7,4,5,No,10291,26,No
4530,59,Male,Finance,Coordinator,5,2,4,2,1,17,4,1,No,3838,5,No
4531,25,Male,Sales,Analyst,5,4,3,2,3,3,7,0,No,5685,18,No
4532,58,Female,HR,Engineer,5,4,1,4,3,0,8,2,No,13976,1,Yes
4533,42,Female,HR,Engineer,5,2,1,2,3,5,8,4,No,3966,17,No
4534,34,Male,Sales,Specialist,4,3,1,4,1,12,4,4,No,17318,22,No
4535,30,Female,IT,Manager,3,4,2,2,1,1,1,2,No,10693,9,No
4536,50,Female,Operations,Manager,4,4,4,2,1,18,9,3,No,14793,16,No
4537,45,Female,R&D,Executive,2,3,3,2,1,11,5,3,No,5317,12,No
4538,37,Male,Marketing,Specialist,1,1,1,2,2,13,3,0,No,12578,14,Yes
4539,33,Male,Marketing,Manager,1,4,4,3,2,8,8,5,No,4874,11,No
4540,23,Male,Operations,Coordinator,2,1,4,2,3,9,7,1,No,7500,21,No
4541,40,Male,Operations,Analyst,1,3,2,1,4,6,5,3,No,15061,9,No
4542,51,Male,Operations,Specialist,5,1,3,1,3,8,1,5,No,6362,4,No
4543,37,Male,Marketing,Analyst,5,3,4,1,1,14,2,1,No,17431,16,No
4544,45,Male,IT,Executive,5,1,3,1,1,19,1,1,No,6634,22,No
4545,34,Male,Operations,Coordinator,2,2,2,4,3,14,5,3,Yes,16547,3,No
4546,26,Female,R&D,Specialist,3,3,3,2,3,10,3,1,No,5873,23,No
4547,44,Female,Finance,Coordinator,2,1,2,3,4,17,0,0,Yes,5033,20,No
4548,59,Male,Sales,Coordinator,3,3,1,3,3,1,8,2,No,5827,22,Yes
4549,52,Female,Operations,Coordinator,1,2,3,2,4,19,5,5,Yes,18305,22,No
4550,38,Female,Operations,Executive,1,2,2,4,1,18,1,5,No,9181,15,No
4551,24,Male,Sales,Engineer,1,4,4,3,4,1,2,2,No,19770,4,No
4552,47,Male,Marketing,Executive,3,3,1,2,3,19,7,0,No,9829,11,No
4553,34,Male,Marketing,Coordinator,1,4,4,1,1,12,8,0,No,11632,11,No
4554,59,Female,Sales,Engineer,2,3,1,4,4,3,8,4,Yes,4553,18,No
4555,43,Female,Marketing,Specialist,3,4,1,2,2,2,4,2,No,14838,2,Yes
4556,42,Male,Marketing,Analyst,5,4,3,3,1,14,3,0,Yes,12003,16,Yes
4557,50,Male,Finance,Analyst,3,4,4,3,3,11,4,3,No,8688,14,No
4558,26,Female,HR,Analyst,2,3,4,4,4,0,0,1,No,18078,6,No
4559,35,Male,Finance,Executive,2,3,1,3,2,10,2,5,Yes,18290,25,No
4560,39,Male,HR,Specialist,2,2,1,2,3,16,8,0,No,5365,14,No
4561,25,Female,IT,Specialist,1,4,1,2,2,7,7,3,Yes,4709,6,Yes
4562,54,Female,R&D,Engineer,5,3,2,4,1,13,3,4,No,12556,25,No
4563,41,Male,Marketing,Specialist,5,4,3,2,4,4,0,2,No,5922,18,No
4564,34,Female,Finance,Analyst,4,2,1,3,3,14,2,3,Yes,15959,8,No
4565,57,Female,R&D,Specialist,2,3,3,4,3,1,3,1,No,18778,23,No
4566,25,Male,Sales,Engineer,1,1,1,3,3,6,3,3,No,13878,3,No
4567,56,Male,Finance,Specialist,3,3,2,3,2,12,0,5,No,19246,12,No
4568,29,Male,IT,Specialist,1,1,1,1,4,19,5,4,No,8099,18,Yes
4569,57,Male,Sales,Analyst,2,3,3,2,4,10,8,1,No,15015,24,No
4570,27,Male,IT,Specialist,1,3,1,2,1,13,7,2,Yes,4497,1,Yes
4571,43,Male,IT,Executive,2,4,3,3,4,9,1,1,Yes,12259,9,No
4572,27,Male,Operations,Engineer,3,2,4,3,3,3,6,3,No,9531,26,No
4573,57,Female,Sales,Engineer,3,3,3,3,2,19,2,0,No,8013,16,No
4574,30,Male,Marketing,Engineer,5,1,2,3,2,14,5,0,No,15431,24,No
4575,37,Female,IT,Specialist,4,4,1,1,4,2,1,1,No,4791,18,Yes
4576,59,Male,Operations,Executive,1,3,4,3,3,10,7,5,No,14831,13,No
4577,54,Male,HR,Coordinator,4,2,3,3,1,19,3,1,No,7644,7,No
4578,39,Male,Operations,Coordinator,1,3,4,3,4,17,5,4,No,17482,29,No
4579,33,Male,Marketing,Engineer,5,3,2,4,2,16,2,3,Yes,13077,23,No
4580,48,Male,HR,Manager,5,3,4,4,2,13,0,1,No,15190,10,No
4581,22,Male,Operations,Coordinator,3,4,4,4,3,14,1,0,Yes,3108,28,No
4582,36,Female,Operations,Coordinator,3,2,3,4,4,17,9,2,Yes,13820,13,No
4583,48,Male,R&D,Analyst,3,1,2,2,3,2,7,5,Yes,19713,19,No
4584,37,Male,R&D,Manager,1,3,1,4,3,12,5,3,Yes,19560,14,No
4585,42,Male,Marketing,Manager,4,4,1,4,4,2,3,4,Yes,14559,27,Yes
4586,22,Female,Sales,Engineer,4,3,1,4,3,6,8,3,No,10958,28,Yes
4587,50,Female,IT,Manager,3,1,1,2,2,18,6,0,Yes,16661,13,Yes
4588,24,Male,Marketing,Manager,5,3,1,3,2,17,0,3,No,6069,14,Yes
4589,33,Male,R&D,Coordinator,4,3,4,2,4,16,5,4,No,15234,14,No
4590,49,Male,HR,Executive,5,3,1,1,2,8,3,4,No,5651,6,No
4591,58,Male,R&D,Analyst,3,4,4,1,4,13,5,2,No,14677,15,No
4592,52,Male,Sales,Specialist,1,2,3,4,4,7,7,3,No,6096,26,No
4593,52,Female,Finance,Engineer,2,3,3,1,2,13,8,2,Yes,15923,19,No
4594,54,Male,HR,Coordinator,4,4,2,4,2,4,2,1,Yes,9373,4,No
4595,54,Female,Finance,Coordinator,3,3,1,1,3,19,1,2,No,11801,27,No
4596,32,Female,HR,Engineer,3,1,4,2,2,13,9,1,No,12232,26,No
4597,50,Male,IT,Manager,4,2,1,4,1,11,6,1,Yes,18092,8,No
4598,46,Female,IT,Specialist,2,3,4,2,4,7,6,1,Yes,9769,20,No
4599,34,Male,IT,Coordinator,1,1,3,4,4,0,2,0,No,17870,8,Yes
4600,40,Female,Sales,Specialist,4,4,2,3,4,15,4,5,Yes,19357,21,No
4601,57,Male,R&D,Specialist,1,4,2,4,4,7,9,4,No,7425,13,No
4602,49,Male,Finance,Engineer,3,2,2,4,3,4,7,1,No,19581,16,No
4603,25,Male,Finance,Engineer,4,4,1,1,4,2,2,5,No,13072,15,Yes
4604,24,Male,R&D,Coordinator,1,3,4,1,3,12,7,3,Yes,19176,21,No
4605,59,Female,Sales,Coordinator,5,3,1,4,3,4,2,0,No,4296,16,No
4606,58,Female,R&D,Coordinator,5,2,2,4,1,2,3,1,No,14040,26,No
4607,46,Female,Operations,Executive,5,2,1,2,2,13,2,1,Yes,16343,11,No
4608,56,Male,Operations,Engineer,1,3,1,4,2,5,4,4,Yes,14518,22,No
4609,50,Male,IT,Engineer,5,3,1,1,3,6,7,0,Yes,11589,11,No
4610,50,Female,Operations,Executive,3,3,1,4,1,5,4,0,No,18882,12,No
4611,33,Male,Finance,Engineer,1,3,4,2,4,13,6,5,No,7763,18,No
4612,56,Male,IT,Manager,3,2,4,2,4,3,3,2,No,4451,4,No
4613,41,Female,Finance,Manager,2,4,2,4,3,19,9,3,No,11101,26,No
4614,38,Male,Sales,Executive,1,4,2,1,2,18,1,4,No,11185,8,No
4615,33,Female,HR,Coordinator,5,3,3,3,3,9,5,5,No,18433,25,No
4616,57,Male,R&D,Executive,5,2,4,4,1,12,4,2,No,3948,1,No
4617,31,Male,Marketing,Manager,2,1,1,2,2,11,7,2,No,3226,9,No
4618,39,Female,Marketing,Specialist,4,3,4,2,4,13,7,3,Yes,6337,2,No
4619,51,Female,Marketing,Engineer,2,3,1,1,4,12,0,5,No,16803,13,No
4620,29,Female,HR,Analyst,5,3,1,2,3,18,7,4,No,11353,18,Yes
4621,34,Female,Finance,Analyst,5,4,3,4,1,8,2,5,No,17441,17,No
4622,52,Female,R&D,Executive,4,3,3,3,1,15,1,5,No,16472,8,No
4623,27,Male,Finance,Analyst,2,4,3,1,1,8,9,3,No,5848,15,No
4624,28,Female,Sales,Specialist,3,2,3,2,1,5,3,4,No,6469,12,No
4625,42,Male,IT,Analyst,2,3,1,1,2,13,9,1,Yes,4409,14,Yes
4626,59,Male,R&D,Manager,3,4,1,4,1,6,7,5,No,3051,28,No
4627,49,Female,Finance,Executive,5,3,4,3,3,18,4,0,No,9635,19,No
4628,42,Female,Operations,Coordinator,5,4,1,4,1,2,6,1,Yes,6729,16,Yes
4629,42,Male,Marketing,Analyst,2,3,4,1,4,14,7,1,No,7596,26,No
4630,45,Female,Operations,Engineer,5,4,4,3,2,11,2,1,No,12735,15,No
4631,48,Female,Finance,Executive,4,3,3,4,2,0,6,3,No,18513,25,No
4632,48,Male,HR,Specialist,1,3,4,1,3,10,6,4,No,6594,27,No
4633,34,Male,IT,Manager,3,1,2,3,4,2,8,1,No,13296,18,No
4634,50,Female,Sales,Analyst,5,3,2,1,3,16,2,0,Yes,4348,5,No
4635,49,Male,Sales,Manager,3,2,1,4,3,12,5,1,No,18569,13,No
4636,58,Male,Marketing,Specialist,2,2,2,1,3,7,6,2,Yes,12357,12,No
4637,50,Male,Finance,Coordinator,4,1,3,2,1,12,8,2,No,3309,23,No
4638,43,Male,Sales,Analyst,3,3,3,1,1,7,3,3,Yes,8741,26,Yes
4639,57,Male,R&D,Coordinator,5,2,4,2,1,7,3,5,No,3984,7,No
4640,51,Male,Sales,Coordinator,1,4,1,3,3,12,4,5,No,17198,4,Yes
4641,49,Male,Operations,Executive,4,3,2,3,3,11,9,0,Yes,17286,10,No
4642,44,Male,Finance,Coordinator,2,3,1,4,3,4,4,3,Yes,11718,18,No
4643,54,Male,R&D,Executive,5,2,4,1,1,12,0,3,No,14733,22,No
4644,25,Male,Marketing,Coordinator,4,3,3,2,1,11,7,3,No,18907,22,No
4645,24,Female,Sales,Engineer,5,2,4,2,3,18,7,5,Yes,19724,29,No
4646,53,Female,Marketing,Specialist,2,3,2,4,3,9,8,1,Yes,7108,16,No
