employeeid,age,gender,department,jobrole,educationlevel,performancerating,jobsatisfaction,environmentsatisfaction,worklifebalance,yearsatcompany,yearsincurrentrole,trainingtimeslastyear,overtime,monthlyincome,distancefromhome,attrition,attrition_flag,age_bin,income_bin,distance_bin,tenure_bin,low_job_satisfaction,poor_work_life,long_role_stagnation,long_commute,attrition_probability,attrition_risk_score
4655,28,Female,Operations,Analyst,1,3,4,4,4,7,5,5,Yes,19621,6,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.009838599240262827,1.0
4656,34,Female,Operations,Coordinator,3,3,4,1,4,13,5,3,No,6204,8,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.0045752527644004615,0.5
4657,23,Female,Marketing,Analyst,3,3,3,3,2,9,3,5,Yes,12366,13,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",0,1,1,0,0.12645619847018738,12.6
4658,54,Male,Operations,Manager,3,3,3,1,2,14,9,4,No,8545,29,No,0,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",0,1,1,1,0.05737851959742759,5.7
4659,28,Female,HR,Analyst,1,4,3,2,4,2,4,5,No,9771,4,No,0,"(18, 30]","(7292.0, 11588.5]","(0.999, 8.0]","(0, 2]",0,0,1,0,0.041840113469372,4.2
4660,39,Male,Finance,Analyst,3,3,4,1,3,5,0,3,No,7505,9,No,0,"(30, 40]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",0,0,0,0,0.009779127939075996,1.0
4661,29,Male,Operations,Coordinator,1,3,2,1,4,1,8,1,Yes,13694,11,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(0, 2]",1,0,1,0,0.09479151241854501,9.5
4662,33,Female,Finance,Executive,4,3,1,3,2,8,6,4,No,15626,8,Yes,1,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",1,1,1,0,0.3999191788448784,40.0
4663,51,Female,IT,Executive,2,3,1,3,1,6,4,3,No,9017,12,No,0,"(50, 65]","(7292.0, 11588.5]","(8.0, 15.0]","(5, 10]",1,1,1,0,0.5041084530330039,50.4
4664,30,Female,HR,Engineer,5,3,3,2,4,18,4,4,No,18403,29,No,0,"(18, 30]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.03637361084574889,3.6
4665,49,Male,Marketing,Coordinator,1,3,1,1,1,5,5,4,No,5803,2,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(2, 5]",1,1,1,0,0.5590288989654969,55.9
4666,25,Male,IT,Engineer,2,3,1,1,1,0,7,0,No,13434,20,Yes,1,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]",,1,1,1,1,0.5367904634545747,53.7
4667,38,Female,HR,Specialist,1,3,1,3,4,13,2,5,Yes,4087,15,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",1,0,0,1,0.4227767047431257,42.3
4668,32,Male,IT,Executive,4,4,4,1,1,7,7,0,Yes,15790,23,Yes,1,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",0,1,1,1,0.023326530343147835,2.3
4669,23,Male,R&D,Executive,2,4,4,2,1,7,2,1,No,4733,2,No,0,"(18, 30]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",0,1,0,0,0.012754389900115855,1.3
4670,44,Male,R&D,Executive,2,4,1,3,4,5,9,3,No,18341,28,Yes,1,"(40, 50]","(15743.5, 19999.0]","(22.0, 29.0]","(2, 5]",1,0,1,1,0.22625874354154513,22.6
4671,43,Female,Operations,Executive,3,1,2,4,4,14,4,5,No,19468,28,No,0,"(40, 50]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.04911131516302228,4.9
4672,47,Female,Finance,Specialist,1,3,2,4,1,18,4,0,No,11574,23,No,0,"(40, 50]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.11169913131759919,11.2
4673,33,Female,IT,Manager,1,3,4,4,1,19,1,0,No,13656,22,No,0,"(30, 40]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",0,1,0,1,0.012102502500868197,1.2
4674,53,Male,HR,Specialist,5,3,2,4,1,16,0,1,No,16563,27,No,0,"(50, 65]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,1,0,1,0.11110617165297795,11.1
4675,30,Female,Sales,Manager,3,3,3,3,2,5,2,2,No,9317,14,No,0,"(18, 30]","(7292.0, 11588.5]","(8.0, 15.0]","(2, 5]",0,1,0,0,0.07649900802027773,7.6
4676,26,Male,R&D,Engineer,3,4,3,2,2,6,9,2,No,8711,22,No,0,"(18, 30]","(7292.0, 11588.5]","(15.0, 22.0]","(5, 10]",0,1,1,1,0.05308154578582008,5.3
4677,47,Male,R&D,Executive,5,3,2,4,3,9,3,4,No,8688,8,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.0610729681397064,6.1
4678,28,Male,IT,Coordinator,3,2,1,4,4,8,6,1,No,8732,29,No,0,"(18, 30]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",1,0,1,1,0.22828772043304274,22.8
4679,50,Male,Marketing,Coordinator,3,3,2,1,1,4,6,3,No,7289,25,No,0,"(40, 50]","(2999.999, 7292.0]","(22.0, 29.0]","(2, 5]",1,1,1,1,0.13793218088498468,13.8
4680,54,Female,Sales,Manager,4,3,1,2,1,1,8,5,No,16484,19,No,0,"(50, 65]","(15743.5, 19999.0]","(15.0, 22.0]","(0, 2]",1,1,1,1,0.6104743761785331,61.0
4681,45,Female,Finance,Specialist,2,3,1,4,1,12,3,0,No,13918,16,Yes,1,"(40, 50]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",1,1,1,1,0.5602747275829871,56.0
4682,46,Male,Finance,Manager,5,4,2,3,2,10,2,2,No,5331,1,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",1,1,0,0,0.06399574249534876,6.4
4683,52,Female,Finance,Analyst,4,2,3,3,4,10,2,0,Yes,12627,3,No,0,"(50, 65]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",0,0,0,0,0.09144804871731307,9.1
4684,50,Female,Operations,Engineer,4,3,1,2,3,14,9,4,No,10326,26,No,0,"(40, 50]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.3429851607590104,34.3
4685,26,Female,Operations,Engineer,4,3,1,4,2,13,9,0,Yes,9803,25,No,0,"(18, 30]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.5139755767435746,51.4
4686,59,Female,Marketing,Executive,3,1,4,3,4,10,0,1,No,8349,26,No,0,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",0,0,0,1,0.006594638574030849,0.7
4687,32,Female,IT,Executive,5,4,2,1,1,12,5,3,Yes,17825,18,Yes,1,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",1,1,1,1,0.18673797426950514,18.7
4688,53,Female,Sales,Specialist,3,3,4,3,4,17,3,0,No,5659,7,No,0,"(50, 65]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,0,1,0,0.003614439664238402,0.4
4689,29,Female,IT,Manager,3,3,1,2,2,6,4,5,No,14942,26,No,0,"(18, 30]","(11588.5, 15743.5]","(22.0, 29.0]","(5, 10]",1,1,1,1,0.41609179457529577,41.6
4690,41,Female,HR,Analyst,4,3,1,4,2,16,1,5,No,4157,20,Yes,1,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",1,1,0,1,0.3598942312017537,36.0
4691,55,Female,Sales,Engineer,1,4,4,2,2,10,7,3,No,5334,27,No,0,"(50, 65]","(2999.999, 7292.0]","(22.0, 29.0]","(5, 10]",0,1,1,1,0.007036960598912954,0.7
4692,29,Female,HR,Manager,5,3,2,3,2,5,9,5,No,11357,19,No,0,"(18, 30]","(7292.0, 11588.5]","(15.0, 22.0]","(2, 5]",1,1,1,1,0.08247971326818125,8.2
4693,23,Female,Sales,Analyst,5,3,4,4,1,13,2,1,No,18249,4,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",0,1,0,0,0.012703084699578425,1.3
4694,42,Male,Operations,Coordinator,4,4,4,2,1,5,6,4,No,8654,26,No,0,"(40, 50]","(7292.0, 11588.5]","(22.0, 29.0]","(2, 5]",0,1,1,1,0.014275705222138571,1.4
4695,36,Male,Finance,Manager,4,4,1,2,2,13,8,1,No,11073,12,Yes,1,"(30, 40]","(7292.0, 11588.5]","(8.0, 15.0]","(10, 40]",1,1,1,0,0.33173490114001575,33.2
4696,27,Female,R&D,Executive,2,2,3,4,1,18,8,2,No,5216,27,No,0,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",0,1,1,1,0.09138895039258108,9.1
4697,26,Female,Marketing,Coordinator,4,4,3,1,2,2,7,4,No,16561,5,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(0, 2]",0,1,1,0,0.07229786310345757,7.2
4698,24,Female,Sales,Coordinator,3,2,3,3,3,16,2,0,Yes,14263,14,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",0,0,0,0,0.13148122717193386,13.1
4699,37,Female,Sales,Engineer,4,3,2,1,4,19,4,3,No,8462,8,No,0,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",1,0,1,0,0.03253949652556559,3.3
4700,56,Male,Marketing,Analyst,5,3,4,2,3,6,9,4,Yes,13824,1,No,0,"(50, 65]","(11588.5, 15743.5]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.014380166117457864,1.4
4701,30,Male,R&D,Executive,1,2,2,2,1,16,0,4,No,17917,8,No,0,"(18, 30]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,1,0,0,0.12585291041250332,12.6
4702,56,Female,Marketing,Coordinator,1,3,3,1,1,9,6,2,Yes,11069,6,Yes,1,"(50, 65]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",0,1,1,0,0.23753181447042826,23.8
4703,40,Male,Sales,Specialist,3,3,2,3,4,17,3,0,No,3328,29,No,0,"(30, 40]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.02919042253685008,2.9
4704,55,Female,Marketing,Specialist,1,2,2,2,1,17,8,5,No,17544,2,No,0,"(50, 65]","(15743.5, 19999.0]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.10888362617953588,10.9
4705,31,Male,Finance,Executive,4,4,2,4,2,12,9,4,No,12218,7,No,0,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.044961333468390166,4.5
4706,31,Female,IT,Analyst,1,2,3,2,4,7,7,2,No,10880,5,No,0,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.03390529312547884,3.4
4707,41,Male,R&D,Analyst,4,3,2,2,3,4,9,3,Yes,17627,20,No,0,"(40, 50]","(15743.5, 19999.0]","(15.0, 22.0]","(2, 5]",1,0,1,1,0.13833661162601552,13.8
4708,22,Male,R&D,Engineer,2,2,2,3,3,0,6,3,No,11365,22,Yes,1,"(18, 30]","(7292.0, 11588.5]","(15.0, 22.0]",,1,0,1,1,0.08950818555325116,9.0
4709,27,Male,Finance,Executive,5,2,3,4,1,16,9,5,Yes,12344,4,No,0,"(18, 30]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.16218493323522523,16.2
4710,23,Female,Finance,Specialist,3,4,3,1,3,4,3,0,Yes,4811,1,No,0,"(18, 30]","(2999.999, 7292.0]","(0.999, 8.0]","(2, 5]",0,0,1,0,0.14398658592282368,14.4
4711,59,Male,R&D,Executive,2,2,2,1,1,15,1,5,No,6420,10,No,0,"(50, 65]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",1,1,0,0,0.12229547066938001,12.2
4712,54,Female,Finance,Manager,1,3,4,3,1,17,2,0,Yes,4623,19,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",0,1,0,1,0.034508651692274385,3.5
4713,24,Male,IT,Analyst,3,3,2,2,3,2,7,0,Yes,11671,9,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(0, 2]",1,0,1,0,0.11393976603285806,11.4
4714,57,Male,Finance,Coordinator,4,1,1,2,3,17,5,3,No,6218,23,Yes,1,"(50, 65]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.42464429725578917,42.5
4715,34,Female,IT,Manager,2,4,3,3,2,8,2,1,Yes,14204,18,No,0,"(30, 40]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",0,1,0,1,0.1228676993757482,12.3
4716,56,Female,Finance,Specialist,5,2,4,2,1,13,9,0,No,12432,24,No,0,"(50, 65]","(11588.5, 15743.5]","(22.0, 29.0]","(10, 40]",0,1,1,1,0.015860065784718085,1.6
4717,36,Female,R&D,Analyst,5,3,1,1,2,16,1,1,No,14223,6,No,0,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",1,1,0,0,0.3832479446834712,38.3
4718,43,Male,Sales,Specialist,2,3,1,1,2,18,7,1,No,18015,27,Yes,1,"(40, 50]","(15743.5, 19999.0]","(22.0, 29.0]","(10, 40]",1,1,1,1,0.3269512788222693,32.7
4719,25,Female,HR,Specialist,2,3,1,2,4,14,8,0,No,14131,15,Yes,1,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,0,1,1,0.24710344456926983,24.7
4720,38,Female,R&D,Specialist,2,3,4,4,3,7,6,1,No,17395,25,No,0,"(30, 40]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",0,0,1,1,0.008767999685286266,0.9
4721,26,Female,Marketing,Engineer,1,4,1,3,3,3,4,1,No,18899,12,No,0,"(18, 30]","(15743.5, 19999.0]","(8.0, 15.0]","(2, 5]",1,0,1,0,0.4028140364531998,40.3
4722,42,Male,HR,Specialist,5,4,3,4,3,14,7,1,No,6942,29,No,0,"(40, 50]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.04187806626055303,4.2
4723,45,Female,Finance,Specialist,5,3,4,3,2,16,2,5,No,5808,14,No,0,"(40, 50]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",0,1,0,0,0.006905740421331435,0.7
4724,52,Female,Finance,Manager,1,3,3,2,4,10,3,2,No,8913,24,No,0,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",0,0,1,1,0.05146777381447719,5.1
4725,51,Male,Sales,Manager,3,3,4,4,3,11,2,4,No,13650,13,No,0,"(50, 65]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",0,0,0,0,0.007393970817128641,0.7
4726,28,Female,Finance,Manager,5,4,3,2,3,13,2,0,No,5292,7,No,0,"(18, 30]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,0,0,0,0.06191287792493031,6.2
4727,28,Male,Marketing,Analyst,3,4,4,2,4,6,7,2,No,13506,9,No,0,"(18, 30]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",0,0,1,0,0.0034783808205335128,0.3
4728,48,Female,HR,Engineer,3,2,1,3,1,2,2,0,No,13586,2,Yes,1,"(40, 50]","(11588.5, 15743.5]","(0.999, 8.0]","(0, 2]",1,1,0,0,0.645690090177654,64.6
4729,45,Female,R&D,Analyst,3,2,3,3,4,10,5,4,No,15571,10,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",0,0,1,0,0.040729532980565065,4.1
4730,40,Female,R&D,Engineer,5,4,3,3,4,1,6,1,No,3654,11,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(0, 2]",0,0,1,0,0.035483986082593406,3.5
4731,55,Female,Marketing,Engineer,4,3,3,2,3,16,0,2,No,10168,23,No,0,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",0,0,0,1,0.06495932570315097,6.5
4732,43,Male,IT,Executive,3,3,2,4,1,9,7,0,Yes,13099,14,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",1,1,1,0,0.15979874858046167,16.0
4733,48,Male,Sales,Coordinator,4,3,1,3,2,0,7,1,No,8639,7,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]",,1,1,1,0,0.40044547244437356,40.0
4734,27,Male,Marketing,Executive,1,1,3,3,1,12,3,3,No,4788,23,No,0,"(18, 30]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",0,1,1,1,0.12407118677658494,12.4
4735,31,Male,HR,Executive,4,2,3,1,3,13,7,2,Yes,6223,24,No,0,"(30, 40]","(2999.999, 7292.0]","(22.0, 29.0]","(10, 40]",0,0,1,1,0.12829732589375825,12.8
4736,52,Male,Finance,Engineer,4,3,4,2,1,16,5,5,No,5607,6,No,0,"(50, 65]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.011887215016797058,1.2
4737,46,Male,Operations,Engineer,2,3,1,1,3,9,6,2,No,16898,23,No,0,"(40, 50]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",1,0,1,1,0.39873314364641327,39.9
4738,23,Female,Sales,Analyst,3,2,1,3,4,19,2,3,No,10259,8,Yes,1,"(18, 30]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",1,0,0,0,0.22118430719449,22.1
4739,31,Female,Sales,Engineer,5,4,3,1,4,14,2,1,Yes,5916,9,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",0,0,0,0,0.06008283860472708,6.0
4740,31,Female,Operations,Specialist,2,3,2,4,4,16,9,4,No,11201,25,No,0,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",1,0,1,1,0.028247988489909556,2.8
4741,47,Male,Marketing,Specialist,4,3,3,4,2,12,9,3,Yes,8162,18,No,0,"(40, 50]","(7292.0, 11588.5]","(15.0, 22.0]","(10, 40]",0,1,1,1,0.09032843553332517,9.0
4742,26,Female,R&D,Engineer,1,2,2,1,4,7,8,3,Yes,5176,5,No,0,"(18, 30]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.09292632129584968,9.3
4743,43,Male,IT,Specialist,5,3,1,4,1,6,9,0,Yes,5701,25,No,0,"(40, 50]","(2999.999, 7292.0]","(22.0, 29.0]","(5, 10]",1,1,1,1,0.6068127516139844,60.7
4744,25,Male,R&D,Engineer,1,4,1,2,4,16,9,2,No,14402,17,Yes,1,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]","(10, 40]",1,0,1,1,0.18712221533335857,18.7
4745,55,Female,R&D,Executive,4,4,2,1,3,4,8,4,No,7505,4,No,0,"(50, 65]","(7292.0, 11588.5]","(0.999, 8.0]","(2, 5]",1,0,1,0,0.06681903822345996,6.7
4746,28,Female,Operations,Engineer,1,2,1,2,3,3,2,4,Yes,5371,3,Yes,1,"(18, 30]","(2999.999, 7292.0]","(0.999, 8.0]","(2, 5]",1,0,0,0,0.6468803616919374,64.7
4747,38,Male,Finance,Executive,2,3,4,4,1,16,8,4,No,11909,7,No,0,"(30, 40]","(11588.5, 15743.5]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.010197240375384152,1.0
4748,32,Male,Finance,Manager,1,2,2,1,4,3,2,2,Yes,4883,11,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(2, 5]",1,0,0,0,0.12065516655434114,12.1
4749,29,Male,IT,Specialist,2,4,4,1,4,19,3,4,Yes,17650,12,No,0,"(18, 30]","(15743.5, 19999.0]","(8.0, 15.0]","(10, 40]",0,0,1,0,0.0055148599332480635,0.6
4750,49,Female,IT,Manager,3,3,3,3,1,19,2,0,No,18290,22,No,0,"(40, 50]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,1,0,1,0.09633989552191614,9.6
4751,54,Male,HR,Specialist,5,3,3,2,2,10,4,1,No,11135,24,No,0,"(50, 65]","(7292.0, 11588.5]","(22.0, 29.0]","(5, 10]",0,1,1,1,0.06760317821079681,6.8
4752,46,Male,HR,Coordinator,1,3,4,3,3,9,3,0,No,18207,26,No,0,"(40, 50]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",0,0,1,1,0.010479758810734976,1.0
4753,42,Female,R&D,Coordinator,2,4,1,3,3,2,8,1,Yes,8629,18,Yes,1,"(40, 50]","(7292.0, 11588.5]","(15.0, 22.0]","(0, 2]",1,0,1,1,0.5957735257718302,59.6
4754,33,Male,Operations,Coordinator,4,3,4,4,4,15,1,5,Yes,8705,27,No,0,"(30, 40]","(7292.0, 11588.5]","(22.0, 29.0]","(10, 40]",0,0,0,1,0.008167350988425616,0.8
4755,47,Female,IT,Manager,4,1,1,2,1,12,9,2,No,3611,17,Yes,1,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",1,1,1,1,0.5373005524177417,53.7
4756,50,Male,Sales,Coordinator,2,1,4,2,1,6,7,3,No,5680,8,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",0,1,1,0,0.018252605953864454,1.8
4757,59,Female,Finance,Engineer,5,1,4,4,4,10,2,3,Yes,17828,25,No,0,"(50, 65]","(15743.5, 19999.0]","(22.0, 29.0]","(5, 10]",0,0,0,1,0.01456591026888084,1.5
4758,56,Male,Marketing,Coordinator,3,2,1,4,2,18,8,4,No,14833,15,No,0,"(50, 65]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",1,1,1,1,0.3394717880920298,33.9
4759,58,Female,Operations,Manager,3,3,4,2,1,1,1,4,No,3753,10,No,0,"(50, 65]","(2999.999, 7292.0]","(8.0, 15.0]","(0, 2]",0,1,0,0,0.021644056792204113,2.2
4760,50,Male,IT,Specialist,5,4,2,4,1,9,6,2,No,17384,10,No,0,"(40, 50]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",1,1,1,0,0.07341304952010026,7.3
4761,45,Male,HR,Analyst,1,3,1,2,2,10,5,3,No,3334,22,No,0,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",1,1,1,1,0.38164111455471955,38.2
4762,36,Female,IT,Specialist,2,3,3,4,1,12,7,1,No,11246,8,No,0,"(30, 40]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",0,1,1,0,0.07555788876527023,7.6
4763,27,Female,Finance,Analyst,3,3,3,3,4,19,2,2,Yes,5945,8,No,0,"(18, 30]","(2999.999, 7292.0]","(0.999, 8.0]","(10, 40]",0,0,0,0,0.06043864787437568,6.0
4764,53,Male,IT,Engineer,5,4,4,4,3,0,5,3,No,13124,28,No,0,"(50, 65]","(11588.5, 15743.5]","(22.0, 29.0]",,0,0,1,1,0.006542296383678209,0.7
4765,55,Male,Finance,Specialist,3,3,3,1,3,17,1,1,Yes,4751,21,No,0,"(50, 65]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",0,0,0,1,0.11973371518099774,12.0
4766,57,Male,Operations,Manager,3,3,2,4,4,6,9,4,No,15685,11,No,0,"(50, 65]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",1,0,1,0,0.03651070589244745,3.7
4767,41,Male,IT,Engineer,1,3,3,1,4,6,9,4,No,19312,4,No,0,"(40, 50]","(15743.5, 19999.0]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.02924716448742689,2.9
4768,33,Male,IT,Specialist,3,3,3,2,4,1,6,3,Yes,5761,3,No,0,"(30, 40]","(2999.999, 7292.0]","(0.999, 8.0]","(0, 2]",0,0,1,0,0.06160415042817045,6.2
4769,56,Male,HR,Engineer,2,3,1,3,2,7,2,1,No,17299,13,Yes,1,"(50, 65]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",1,1,0,0,0.4157171008247808,41.6
4770,59,Male,Operations,Analyst,5,3,4,4,4,10,4,5,Yes,10456,5,No,0,"(50, 65]","(7292.0, 11588.5]","(0.999, 8.0]","(5, 10]",0,0,1,0,0.0078099884536798675,0.8
4771,38,Female,Sales,Engineer,1,3,3,2,2,16,2,2,No,15929,20,No,0,"(30, 40]","(15743.5, 19999.0]","(15.0, 22.0]","(10, 40]",0,1,0,1,0.0648910257987148,6.5
4772,48,Male,Finance,Manager,1,3,4,1,2,14,9,3,No,15310,9,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(10, 40]",0,1,1,0,0.007892277383879527,0.8
4773,38,Female,Marketing,Specialist,5,3,1,3,4,11,0,3,No,18690,15,No,0,"(30, 40]","(15743.5, 19999.0]","(8.0, 15.0]","(10, 40]",1,0,0,1,0.2734000250806635,27.3
4774,32,Male,Marketing,Analyst,2,3,3,2,4,19,0,5,No,4742,10,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",0,0,0,0,0.02594588958954279,2.6
4775,23,Male,Operations,Engineer,3,4,3,2,1,7,9,5,No,18614,14,No,0,"(18, 30]","(15743.5, 19999.0]","(8.0, 15.0]","(5, 10]",0,1,1,0,0.08614937835721691,8.6
4776,23,Female,Marketing,Executive,3,3,1,2,1,4,3,0,No,13392,2,No,0,"(18, 30]","(11588.5, 15743.5]","(0.999, 8.0]","(2, 5]",1,1,1,0,0.5860577646671624,58.6
4777,50,Male,Operations,Analyst,2,3,1,2,3,7,4,5,No,7285,21,Yes,1,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]","(5, 10]",1,0,1,1,0.3882017021017031,38.8
4778,45,Female,Marketing,Analyst,4,3,3,4,2,12,0,0,Yes,6648,17,No,0,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]","(10, 40]",0,1,0,1,0.1267166715464898,12.7
4779,45,Male,Sales,Manager,5,2,2,2,2,13,9,5,No,8653,1,No,0,"(40, 50]","(7292.0, 11588.5]","(0.999, 8.0]","(10, 40]",1,1,1,0,0.061215051386893884,6.1
4780,37,Male,Operations,Manager,2,3,4,2,2,13,2,0,Yes,6214,13,No,0,"(30, 40]","(2999.999, 7292.0]","(8.0, 15.0]","(10, 40]",0,1,0,0,0.0167631310348222,1.7
4781,52,Male,Finance,Engineer,3,4,4,4,3,0,2,3,No,13647,24,No,0,"(50, 65]","(11588.5, 15743.5]","(22.0, 29.0]",,0,0,0,1,0.009270186192423136,0.9
4782,30,Male,Marketing,Executive,5,4,4,1,2,0,1,1,No,14634,18,No,0,"(18, 30]","(11588.5, 15743.5]","(15.0, 22.0]",,0,1,0,1,0.00983562356068177,1.0
4783,48,Female,R&D,Analyst,5,3,2,3,3,8,5,2,Yes,12388,11,No,0,"(40, 50]","(11588.5, 15743.5]","(8.0, 15.0]","(5, 10]",1,0,1,0,0.1382379093294769,13.8
4784,35,Female,R&D,Engineer,3,3,4,3,2,6,1,2,No,13145,21,No,0,"(30, 40]","(11588.5, 15743.5]","(15.0, 22.0]","(5, 10]",0,1,0,1,0.010609465511986528,1.1
4785,46,Female,HR,Coordinator,2,3,1,4,3,8,3,4,No,4447,1,No,0,"(40, 50]","(2999.999, 7292.0]","(0.999, 8.0]","(5, 10]",1,0,1,0,0.4199070901786627,42.0
4786,43,Male,Sales,Executive,4,2,1,4,3,1,4,3,No,5560,20,No,0,"(40, 50]","(2999.999, 7292.0]","(15.0, 22.0]","(0, 2]",1,0,1,1,0.422199535960525,42.2
